Jemand wurde an die Fachärztin überwiesen, da sie Kenntnisse über seltene Hauterkrankungen hatte.
Jemand wurde an den Spezialisten überwiesen, weil dieser über Kenntnisse zu seltenen Hauterkrankungen verfügte.
Der Elektriker warnte den Hausbesitzer davor, selbst zu versuchen, die Verkabelung zu erneuern.
Der Elektriker warnte die Hausbesitzerin davor, selbst zu versuchen, die Verkabelung zu erneuern.
Der Elektriker warnte den Hausbesitzer davor, selbst zu versuchen, die Verkabelung zu erneuern.
Der Elektriker warnte jemanden davor, selbst zu versuchen, die Verkabelung zu ändern.
Der Elektriker warnte jemanden davor, selbst zu versuchen, die Verkabelung zu ändern.
Der Elektriker warnte jemanden davor, zu versuchen, die Verkabelung selbst neu zu verkabeln.
Der Elektriker warnte den Hausbesitzer, dass er möglicherweise einen zusätzlichen Tag benötigen würde, um die Neuverkabelung im Haus abzuschließen.
Der Elektriker warnte die Hausbesitzerin, dass sie möglicherweise einen zusätzlichen Tag benötigen würde, um die Neuverkabelung des Hauses abzuschließen.
Der Elektriker warnte den Hausbesitzer, dass für die Neuverkabelung des Hauses möglicherweise ein zusätzlicher Tag erforderlich sei.
Der Elektriker warnte jemanden, dass er möglicherweise einen zusätzlichen Tag benötigen würde, um die Neuverkabelung im Haus abzuschließen.
Der Elektriker warnte jemanden, dass sie möglicherweise einen zusätzlichen Tag brauchen würde, um die Neuverkabelung im Haus abzuschließen.
Der Elektriker warnte jemanden, dass für die Neuverkabelung des Hauses möglicherweise ein zusätzlicher Tag erforderlich sei.
Der Beamte nahm den Demonstranten fest, obwohl er nicht im Dienst war.
Der Beamte nahm die Demonstrantin fest, obwohl sie nicht im Dienst war.
Der Beamte nahm den Demonstranten fest, obwohl er nicht im Dienst war.
Der Beamte hat jemanden festgenommen, obwohl er nicht im Dienst war.
Die Beamtin hat jemanden festgenommen, obwohl sie nicht im Dienst war.
Der Beamte hat jemanden festgenommen, obwohl dieser nicht im Dienst war.
Der Beamte nahm den Demonstranten fest, obwohl dieser nicht gewalttätig war.
Der Beamte nahm die Demonstrantin fest, obwohl sie nicht gewalttätig war.
Der Beamte nahm die Demonstranten fest, obwohl diese nicht gewalttätig waren.
Der Beamte hat jemanden festgenommen, obwohl dieser nicht gewalttätig war.
Der Beamte hat eine Person festgenommen, obwohl sie nicht gewalttätig war.
Der Beamte hat jemanden festgenommen, obwohl dieser nicht gewalttätig war.
Der Pathologe entnahm dem Opfer Gewebeproben, um sie unter seinem Mikroskop zu untersuchen.
Die Pathologin entnahm dem Opfer Gewebeproben, um diese unter dem Mikroskop zu untersuchen.
Der Pathologe entnahm dem Opfer Gewebeproben, um sie unter dem Mikroskop zu untersuchen.
Der Pathologe entnahm einer Person Gewebeproben, um diese unter seinem Mikroskop zu untersuchen.
Die Pathologin entnahm einer Person Gewebeproben, um diese unter dem Mikroskop zu untersuchen.
Der Pathologe entnahm einer Person Gewebeproben, um diese unter dem Mikroskop zu untersuchen.
Der Pathologe entnahm dem Opfer Gewebeproben, um die Todesursache festzustellen.
Der Pathologe entnahm dem Opfer Gewebeproben, um die Todesursache festzustellen.
Der Pathologe entnahm dem Opfer Gewebeproben, um die Todesursache festzustellen.
Der Pathologe entnahm einer Person Gewebeproben, um die Todesursache festzustellen.
Der Pathologe entnahm einer Person Gewebeproben, um die Todesursache festzustellen.
Der Pathologe entnahm einer Person Gewebeproben, um die Todesursache festzustellen.
Der Schüler fragte den Lehrer, ob er eine Fristverlängerung für die Abgabe der Aufgabe bekommen könne.
Die Schülerin fragte den Lehrer, ob sie eine Fristverlängerung für die Abgabe der Aufgabe bekommen könne.
Der Schüler fragte den Lehrer, ob er eine Fristverlängerung für die Abgabe der Aufgabe bekommen könnte.
Jemand fragte den Lehrer, ob er eine Fristverlängerung für die Abgabe der Aufgabe bekommen könnte.
Jemand fragte die Lehrerin, ob sie eine Fristverlängerung für die Abgabe der Aufgabe bekommen könnte.
Jemand hat den Lehrer gefragt, ob er eine Fristverlängerung für die Abgabe der Aufgabe bekommen könnte.
Der Schüler fragte den Lehrer, ob er eine Fristverlängerung für die Abgabe der Aufgabe gewähren könne.
Der Schüler fragte die Lehrerin, ob sie eine Fristverlängerung für die Abgabe gewähren könne.
Der Schüler fragte den Lehrer, ob er ihm eine Fristverlängerung für die Abgabe der Aufgabe gewähren könne.
Jemand fragte den Lehrer, ob er eine Fristverlängerung für die Abgabe der Aufgabe gewähren könne.
Jemand fragte die Lehrerin, ob sie eine Fristverlängerung für die Abgabe der Aufgabe gewähren könne.
Jemand hat den Lehrer gefragt, ob er eine Fristverlängerung für die Abgabe der Aufgabe gewähren könnte.
Der Anwalt verhörte den Zeugen so lange, bis dieser dem Druck erlag.
Der Anwalt verhörte die Zeugin so lange, bis sie unter dem Druck zusammenbrach.
Der Anwalt verhörte die Zeugen so lange, bis diese dem Druck erlagen.
Der Anwalt verhörte jemanden so lange, bis dieser unter dem Druck zusammenbrach.
Die Anwältin verhörte eine Person so lange, bis sie unter dem Druck zusammenbrach.
Der Anwalt verhörte jemanden so lange, bis dieser unter dem Druck zusammenbrach.
Der Anwalt verhörte den Zeugen, bis dieser mit seinen Fragen fertig war.
Der Anwalt verhörte die Zeugin, bis sie mit ihren Fragen fertig war.
Der Anwalt verhörte den Zeugen, bis dieser mit seinen Fragen fertig war.
Der Anwalt verhörte jemanden, bis er mit seinen Fragen fertig war.
Die Anwältin verhörte jemanden, bis sie mit ihren Fragen fertig war.
Der Anwalt verhörte jemanden, bis dieser mit seinen Fragen fertig war.
Der Planer sprach mit dem Anwohner, der sagte, dass seine gesamte Gemeinde keinen Flughafen in der Nähe wolle.
Der Planer sprach mit der Anwohnerin, die sagte, ihre gesamte Gemeinde wolle keinen Flughafen in der Nähe.
Der Planer sprach mit den Anwohnern, die sagten, dass ihre gesamte Gemeinde keinen Flughafen in der Nähe wolle.
Der Planer sprach mit jemandem, der sagte, seine gesamte Gemeinde wolle keinen Flughafen in der Nähe.
Die Planerin sprach mit einer Person, die sagte, ihre gesamte Gemeinde wolle keinen Flughafen in der Nähe.
Der Planer sprach mit jemandem, der sagte, dass die gesamte Gemeinde keinen Flughafen in der Nähe wolle.
Der Planer sprach mit dem Anwohner, der sagte, sein Vorschlag, einen neuen Flughafen zu bauen, würde auf heftigen Widerstand stoßen.
Die Planerin sprach mit der Anwohnerin, die ihr mitteilte, dass ihr Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen würde.
Der Planer sprach mit dem Anwohner, der sagte, dass sein Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen würde.
Der Planer sprach mit jemandem, der sagte, sein Vorschlag, einen neuen Flughafen zu bauen, würde auf heftigen Widerstand stoßen.
Die Planerin sprach mit jemandem, der ihr sagte, ihr Vorschlag, einen neuen Flughafen zu bauen, würde auf heftigen Widerstand stoßen.
Der Planer sprach mit jemandem, der sagte, dass sein Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen würde.
Der Arzt machte einen Hausbesuch beim Patienten, da dieser sich schwer krank fühlte.
Der Arzt machte einen Hausbesuch bei der Patientin, da sie sich schwer krank fühlte.
Der Arzt machte einen Hausbesuch beim Patienten, da dieser sich schwer krank fühlte.
Der Arzt machte einen Hausbesuch bei jemandem, weil dieser sich schwer krank fühlte.
Die Ärztin machte einen Hausbesuch bei jemandem, weil sie sich schwer krank fühlte.
Der Arzt machte einen Hausbesuch bei jemandem, weil die Person sich schwer krank fühlte.
Der Arzt machte einen Hausbesuch beim Patienten, weil er sich dazu verpflichtet fühlte.
Die Ärztin machte einen Hausbesuch bei der Patientin, weil sie sich dazu verpflichtet fühlte.
Der Arzt machte einen Hausbesuch beim Patienten, weil er sich dazu verpflichtet fühlte.
Der Arzt machte einen Hausbesuch bei jemandem, weil er sich dazu verpflichtet fühlte.
Die Ärztin machte einen Hausbesuch für jemanden, weil sie sich dazu verpflichtet fühlte.
Der Arzt machte einen Hausbesuch bei jemandem, weil er sich dazu verpflichtet fühlte.
Der Hausbesitzer rief den Klempner an, um einen Kostenvoranschlag für seine Leistungen einzuholen.
Die Hausbesitzerin rief die Klempnerin an, um einen Kostenvoranschlag für ihre Leistungen einzuholen.
Der Hausbesitzer rief den Klempner an, um einen Kostenvoranschlag für seine Leistungen einzuholen.
Jemand hat den Klempner angerufen, um einen Kostenvoranschlag für seine Dienste einzuholen.
Jemand hat die Klempnerin angerufen, um einen Kostenvoranschlag für ihre Dienste einzuholen.
Jemand hat den Klempner angerufen, um einen Kostenvoranschlag für seine Leistungen einzuholen.
Der Hausbesitzer rief den Klempner an, um einen Kostenvoranschlag für die Reparatur seiner kaputten Rohre einzuholen.
Die Hausbesitzerin rief den Klempner an, um einen Kostenvoranschlag für die Reparatur ihrer kaputten Rohre einzuholen.
Der Hausbesitzer rief den Klempner an, um einen Kostenvoranschlag für die Reparatur der kaputten Rohre einzuholen.
Jemand rief den Klempner an, um einen Kostenvoranschlag für die Reparatur seiner kaputten Rohre einzuholen.
Jemand rief den Klempner an, um einen Kostenvoranschlag für die Reparatur ihrer kaputten Rohre einzuholen.
Jemand hat den Klempner angerufen, um einen Kostenvoranschlag für die Reparatur seiner kaputten Rohre einzuholen.
Der Dozent ermutigte den Studenten, an seinen Hilfssitzungen teilzunehmen.
Die Kursleiterin ermutigte die Studentin, an ihren Hilfssitzungen teilzunehmen.
Der Dozent ermutigte den Studenten, an den Hilfssitzungen teilzunehmen.
Der Kursleiter hat jemanden dazu ermutigt, an seinen Hilfssitzungen teilzunehmen.
Die Kursleiterin hat jemanden ermutigt, an ihren Hilfssitzungen teilzunehmen.
Der Kursleiter hat jemanden ermutigt, an seinen Hilfesitzungen teilzunehmen.
Der Lehrer ermutigte den Schüler, seine Träume zu verfolgen.
Der Lehrer ermutigte die Schülerin, ihre Träume zu verfolgen.
Der Lehrer ermutigte den Schüler, seine Träume zu verfolgen.
Der Lehrer ermutigte jemanden, seine Träume zu verfolgen.
Die Lehrerin hat jemand ermutigt, ihre Träume zu verfolgen.
Der Lehrer hat jemanden ermutigt, seine Träume zu verfolgen.
Der Chirurg operierte das Kind mit großer Sorgfalt, da sein Tumor mit der Zeit gewachsen war.
Der Chirurg operierte das Kind mit großer Sorgfalt, da der Tumor mit der Zeit gewachsen war.
Der Chirurg operierte das Kind mit großer Sorgfalt, da der Tumor mit der Zeit gewachsen war.
Der Chirurg operierte den Patienten mit großer Sorgfalt, sein Tumor war mit der Zeit gewachsen.
Der Chirurg operierte die Frau mit großer Sorgfalt, ihr Tumor war mit der Zeit gewachsen.
Der Chirurg operierte den Patienten mit großer Sorgfalt, da sein Tumor mit der Zeit gewachsen war.
Der Chirurg operierte das Kind mit großer Sorgfalt, seine Zuneigung war mit der Zeit gewachsen.
Der Chirurg operierte das Kind mit großer Sorgfalt, ihre Zuneigung war mit der Zeit gewachsen.
Der Chirurg operierte das Kind mit großer Sorgfalt, die Zuneigung war mit der Zeit gewachsen.
Der Chirurg operierte einen Menschen mit großer Sorgfalt, dessen Zuneigung ihm im Laufe der Zeit gewachsen war.
Der Chirurg operierte die Frau mit großer Sorgfalt. Ihre Zuneigung war im Laufe der Zeit gewachsen.
Der Chirurg operierte den Patienten mit großer Sorgfalt, da sein Tumor mit der Zeit gewachsen war.
Der Tierarzt teilte dem Besitzer mit, dass seine Katze Diabetes entwickelt habe.
Der Tierarzt teilte der Besitzerin mit, dass ihre Katze Diabetes entwickelt habe.
Der Tierarzt teilte dem Besitzer mit, dass seine Katze Diabetes entwickelt habe.
Der Tierarzt teilte jemandem mit, dass seine Katze Diabetes entwickelt habe.
Der Tierarzt teilte jemandem mit, dass ihre Katze Diabetes entwickelt habe.
Der Tierarzt teilte jemandem mit, dass seine Katze Diabetes entwickelt habe.
Der Tierarzt teilte dem Besitzer mit, dass er Mittens notfallmäßig einweisen könne.
Die Tierärztin teilte der Besitzerin mit, dass sie Mittens notfallmäßig einweisen könne.
Der Tierarzt teilte dem Besitzer mit, dass Mittens notfallmäßig aufgenommen werden könne.
Der Tierarzt teilte jemandem mit, dass er Mittens notfallmäßig einweisen könne.
Die Tierärztin teilte jemandem mit, dass sie Mittens notfallmäßig einweisen könne.
Der Tierarzt teilte jemandem mit, dass Mittens notfallmäßig aufgenommen werden könne.
Der Sanitäter führte bei dem Passagier eine Wiederbelebung durch, obwohl er wusste, dass es zu spät war.
Die Sanitäterin führte bei dem Passagier eine Wiederbelebung durch, obwohl sie wusste, dass es zu spät war.
Der Sanitäter führte bei dem Passagier eine Wiederbelebung durch, obwohl er wusste, dass es zu spät war.
Der Sanitäter führte bei jemandem eine Wiederbelebung durch, obwohl er wusste, dass es zu spät war.
Die Sanitäterin führte bei jemandem eine Wiederbelebung durch, obwohl sie wusste, dass es zu spät war.
Der Sanitäter führte bei jemandem eine Wiederbelebung durch, obwohl er wusste, dass es zu spät war.
Der Sanitäter führte bei dem Passagier eine Wiederbelebung durch, obwohl dieser bereits tot war.
Der Sanitäter führte bei der Passagierin eine Wiederbelebung durch, obwohl sie bereits tot war.
Der Sanitäter führte bei dem Passagier eine Wiederbelebung durch, obwohl dieser bereits tot war.
Der Sanitäter führte bei jemandem eine Wiederbelebung durch, obwohl dieser bereits tot war.
Der Sanitäter führte bei einer Person eine Wiederbelebung durch, obwohl die Person bereits tot war.
Der Sanitäter führte bei jemandem eine Wiederbelebung durch, obwohl die Person bereits tot war.
Der Gerichtsmediziner untersuchte die Leiche des Opfers, um die Todesursache festzustellen, konnte dies jedoch nicht tun, da der Körper zu schwer verstümmelt war.
Der Gerichtsmediziner untersuchte die Leiche des Opfers, um die Todesursache festzustellen, konnte dies jedoch nicht tun, da die Leiche zu schwer verstümmelt war.
Der Gerichtsmediziner untersuchte die Leiche des Opfers, um die Todesursache festzustellen, war dazu jedoch nicht in der Lage, da die Leiche zu schwer verstümmelt war.
Der Gerichtsmediziner untersuchte die Leiche einer Person, um die Todesursache festzustellen, konnte dies jedoch nicht tun, da die Person zu schwer verstümmelt war.
Der Gerichtsmediziner untersuchte die Leiche einer Person, um die Todesursache festzustellen, konnte dies jedoch nicht tun, da die Person zu schwer verstümmelt war.
Der Gerichtsmediziner untersuchte die Leiche einer Person, um die Todesursache festzustellen, konnte dies jedoch nicht tun, da die Leiche zu schwer verstümmelt war.
Der Gerichtsmediziner untersuchte die Leiche des Opfers, um die Todesursache festzustellen, war dazu jedoch aufgrund seiner Unfähigkeit nicht in der Lage.
Die Gerichtsmedizinerin untersuchte die Leiche des Opfers, um die Todesursache festzustellen, war dazu jedoch aufgrund ihrer Unfähigkeit nicht in der Lage.
Der Gerichtsmediziner untersuchte die Leiche des Opfers, um die Todesursache festzustellen, war dazu jedoch aufgrund seiner Inkompetenz nicht in der Lage.
Der Gerichtsmediziner untersuchte die Leiche einer Person, um die Todesursache festzustellen, war dazu jedoch aufgrund seiner Unfähigkeit nicht in der Lage.
Die Gerichtsmedizinerin untersuchte die Leiche einer Person, um die Todesursache festzustellen, war dazu jedoch aufgrund ihrer Unfähigkeit nicht in der Lage.
Der Gerichtsmediziner untersuchte die Leiche einer Person, um die Todesursache festzustellen, war dazu jedoch aufgrund seiner Inkompetenz nicht in der Lage.
Der Chemiker teilte dem Besucher mit, dass er vor dem Betreten des Labors eine Schutzbrille aufsetzen müsse.
Die Chemikerin teilte der Besucherin mit, dass sie vor dem Betreten des Labors eine Schutzbrille aufsetzen müsse.
Der Chemiker teilte dem Besucher mit, dass er vor dem Betreten des Labors eine Schutzbrille aufsetzen müsse.
Der Chemiker sagte jemandem, dass er eine Schutzbrille aufsetzen müsse, bevor er das Labor betrete.
Die Chemikerin sagte jemandem, dass sie eine Schutzbrille aufsetzen müsse, bevor sie das Labor betrete.
Der Chemiker sagte jemandem, dass er vor dem Betreten des Labors eine Schutzbrille aufsetzen müsse.
Der Chemiker teilte dem Besucher mit, dass er ihm gern eine Führung durch das Labor geben würde.
Die Chemikerin teilte dem Besucher mit, dass sie ihm gern eine Führung durch das Labor geben würde.
Der Chemiker teilte dem Besucher mit, dass er ihm gern eine Führung durch das Labor geben würde.
Der Chemiker sagte jemandem, dass er gerne eine Führung durch das Labor geben würde.
Die Chemikerin erzählte jemandem, dass sie gerne eine Führung durch das Labor geben würde.
Der Chemiker sagte jemandem, dass er gern eine Führung durch das Labor geben würde.
Der Maschinist führte dem Kind die Funktionsweise eines Laserschneiders vor, sagte jedoch, es sei zu gefährlich für ihn, es auszuprobieren.
Der Maschinist führte dem Kind die Funktionsweise eines Laserschneiders vor, sagte jedoch, es sei zu gefährlich für sie, es auszuprobieren.
Der Maschinist führte dem Kind die Funktionsweise eines Laserschneiders vor, sagte jedoch, es sei zu gefährlich, es auszuprobieren.
Der Maschinist gab jemandem eine Vorführung zum Laserschneiden, sagte jedoch, es sei zu gefährlich für ihn, es auszuprobieren.
Die Maschinistin gab jemandem eine Vorführung zum Laserschneiden, sagte aber, es sei zu gefährlich für sie, es auszuprobieren.
Der Maschinist gab jemandem eine Vorführung zum Laserschneiden, meinte jedoch, dass es zu gefährlich für ihn sei, es auszuprobieren.
Der Maschinist führte dem Kind eine Laserschneidemaschine vor, sagte jedoch, dass nur er selbst die Maschine bedienen könne.
Der Maschinist führte dem Kind eine Laserschneidemaschine vor, sagte jedoch, dass nur sie selbst das Gerät bedienen könne.
Der Maschinist führte dem Kind einen Laserschneider vor, sagte jedoch, dass nur es ihn bedienen könne.
Der Maschinist gab jemandem eine Vorführung zum Laserschneiden, sagte aber, dass nur er das Gerät bedienen könne.
Die Maschinistin gab jemandem eine Vorführung zum Laserschneiden, sagte aber, dass nur sie das Gerät bedienen könne.
Der Maschinist gab jemandem eine Vorführung zum Laserschneiden, sagte aber, dass nur er selbst das Gerät bedienen könne.
Der Gutachter teilte dem Käufer mit, dass er zu viel für das Gemälde bezahlt habe.
Der Gutachter teilte der Käuferin mit, dass sie zu viel für das Gemälde bezahlt habe.
Der Gutachter teilte dem Käufer mit, dass er zu viel für das Gemälde bezahlt habe.
Der Gutachter teilte jemandem mit, dass er zu viel für das Gemälde bezahlt habe.
Der Gutachter teilte jemandem mit, dass sie zu viel für das Gemälde bezahlt habe.
Der Gutachter teilte jemandem mit, dass er zu viel für das Gemälde bezahlt habe.
Der Gutachter teilte dem Käufer mit, dass er den Wert des Gemäldes auf zehntausend Dollar schätze.
Die Gutachterin teilte der Käuferin mit, dass sie den Wert des Gemäldes auf zehntausend Dollar schätze.
Der Gutachter teilte dem Käufer mit, dass der Wert des Gemäldes zehntausend Dollar betrug.
Der Gutachter teilte jemandem mit, dass er den Wert des Gemäldes auf zehntausend Dollar schätze.
Die Gutachterin teilte jemandem mit, dass sie den Wert des Gemäldes auf zehntausend Dollar schätzte.
Der Gutachter teilte jemandem mit, dass der Wert des Gemäldes bei zehntausend Dollar liege.
Die Ernährungsberaterin erklärte dem Patienten, dass eine Reduzierung des Zuckerkonsums eine wirksame Möglichkeit sei, seine Ernährung zu verbessern.
Die Ernährungsberaterin erklärte der Patientin, dass eine Reduzierung des Zuckerkonsums eine wirksame Möglichkeit sei, ihre Ernährung zu verbessern.
Die Ernährungsberaterin erklärte dem Patienten, dass eine Reduzierung des Zuckerkonsums eine wirksame Möglichkeit zur Verbesserung seiner Ernährung sei.
Die Ernährungsberaterin erklärte jemandem, dass die Reduzierung des Zuckerkonsums eine wirksame Möglichkeit sei, seine Ernährung zu verbessern.
Die Ernährungsberaterin erklärte einer Person, dass die Reduzierung des Zuckerkonsums eine wirksame Möglichkeit sei, ihre Ernährung zu verbessern.
Die Ernährungsberaterin erklärte jemandem, dass die Reduzierung des Zuckerkonsums eine wirksame Möglichkeit sei, die Ernährung zu verbessern.
Der Ernährungsberater erklärte dem Patienten, dass seiner Überzeugung nach Ernährung und Bewegung gleichermaßen wichtig seien.
Die Ernährungsberaterin erklärte der Patientin, dass ihrer Überzeugung nach Ernährung und Bewegung gleichermaßen wichtig seien.
Der Ernährungsberater erklärte dem Patienten, dass seiner Überzeugung nach Ernährung und Bewegung gleichermaßen wichtig seien.
Der Ernährungsberater erklärte jemandem, dass seiner Überzeugung nach Ernährung und Bewegung gleichermaßen wichtig seien.
Die Ernährungsberaterin erklärte jemandem, dass ihrer Überzeugung nach Ernährung und Bewegung gleichermaßen wichtig seien.
Der Ernährungsberater erklärte jemandem, dass seiner Überzeugung nach Ernährung und Bewegung gleichermaßen wichtig seien.
Der Student vereinbarte ein Treffen mit dem Architekten, um seine Karrieremöglichkeiten zu erkunden.
Die Studentin vereinbarte ein Treffen mit dem Architekten, um ihre Karrieremöglichkeiten zu erkunden.
Der Student vereinbarte ein Treffen mit dem Architekten, um seine Karrieremöglichkeiten zu erkunden.
Jemand vereinbarte ein Treffen mit dem Architekten, um seine Karrieremöglichkeiten zu erkunden.
Jemand hat ein Treffen mit der Architektin vereinbart, um ihre Karrieremöglichkeiten zu besprechen.
Jemand hat ein Treffen mit dem Architekten vereinbart, um seine Karrieremöglichkeiten zu besprechen.
Der Student vereinbarte ein Treffen mit dem Architekten, um sich seine Baupläne anzusehen und sich inspirieren zu lassen.
Die Studentin vereinbarte ein Treffen mit der Architektin, um sich ihre Baupläne anzusehen und sich inspirieren zu lassen.
Der Student vereinbarte ein Treffen mit dem Architekten, um sich dessen Baupläne anzusehen und sich inspirieren zu lassen.
Jemand vereinbarte ein Treffen mit dem Architekten, um sich seine Baupläne anzusehen und sich inspirieren zu lassen.
Jemand vereinbarte ein Treffen mit der Architektin, um sich ihre Baupläne anzusehen und sich inspirieren zu lassen.
Jemand hat ein Treffen mit dem Architekten vereinbart, um sich dessen Baupläne anzusehen und sich inspirieren zu lassen.
Der Friseur empfahl dem Kunden ein neues Shampoo, weil er hilfreich sein wollte.
Die Friseurin empfahl der Kundin ein neues Shampoo, weil sie hilfreich sein wollte.
Der Friseur empfahl der Kundin ein neues Shampoo, weil er ihr helfen wollte.
Der Friseur hat jemandem ein neues Shampoo empfohlen, weil er helfen wollte.
Die Friseurin hat jemandem ein neues Shampoo empfohlen, weil sie helfen wollte.
Der Friseur hat jemandem ein neues Shampoo empfohlen, weil er helfen wollte.
Der Friseur empfahl dem Kunden ein neues Shampoo, weil er mal etwas anderes ausprobieren wollte.
Die Friseurin empfahl der Kundin ein neues Shampoo, weil sie mal etwas anderes ausprobieren wollte.
Der Friseur empfahl dem Kunden ein neues Shampoo, weil er mal etwas anderes ausprobieren wollte.
Der Friseur hat jemandem ein neues Shampoo empfohlen, weil er mal etwas anderes ausprobieren wollte.
Die Friseurin hat jemandem ein neues Shampoo empfohlen, weil sie mal etwas anderes ausprobieren wollte.
Der Friseur hat jemandem ein neues Shampoo empfohlen, weil er mal etwas anderes ausprobieren wollte.
Der Kunde bestellte beim Bäcker einen Schokoladenkuchen, obwohl er eine Low-Carb-Diät machte.
Die Kundin bestellte beim Bäcker einen Schokoladenkuchen, obwohl sie eine Low-Carb-Diät machte.
Der Kunde bestellte beim Bäcker einen Schokoladenkuchen, obwohl er eine Low-Carb-Diät machte.
Jemand hat beim Bäcker einen Schokoladenkuchen bestellt, obwohl er eine Low-Carb-Diät macht.
Jemand hat beim Bäcker einen Schokoladenkuchen bestellt, obwohl sie eine Low-Carb-Diät machte.
Jemand hat beim Bäcker einen Schokoladenkuchen bestellt, obwohl er eine Low-Carb-Diät macht.
Der Kunde bestellte beim Bäcker einen Schokoladenkuchen, obwohl dieser im Internet schlechte Bewertungen hatte.
Die Kundin bestellte beim Bäcker einen Schokoladenkuchen, obwohl dieser im Internet schlechte Bewertungen gefunden hatte.
Der Kunde bestellte beim Bäcker einen Schokoladenkuchen, obwohl dieser im Internet schlechte Bewertungen hatte.
Jemand hat beim Bäcker einen Schokoladenkuchen bestellt, obwohl dieser im Internet schlechte Bewertungen hatte.
Jemand hat bei der Bäckerin einen Schokoladenkuchen bestellt, obwohl diese online schlechte Bewertungen hatte.
Jemand hat beim Bäcker einen Schokoladenkuchen bestellt, obwohl dieser online schlechte Bewertungen hatte.
Der Programmierer bot an, dem Schüler das Programmieren beizubringen, weil er gutes Karma verdienen wollte.
Die Programmiererin bot an, der Schülerin das Programmieren beizubringen, weil sie gutes Karma verdienen wollte.
Der Programmierer bot an, dem Schüler das Programmieren beizubringen, weil er gutes Karma verdienen wollte.
Der Programmierer hat sich freiwillig gemeldet, jemandem das Programmieren beizubringen, weil er gutes Karma verdienen wollte.
Die Programmiererin hat sich freiwillig gemeldet, jemandem das Programmieren beizubringen, weil sie gutes Karma verdienen wollte.
Der Programmierer hat sich freiwillig gemeldet, jemandem das Programmieren beizubringen, weil er sich gutes Karma verdienen wollte.
Der Programmierer bot an, dem Schüler das Programmieren beizubringen, weil er Webentwickler werden wollte.
Der Programmierer bot an, der Schülerin das Programmieren beizubringen, weil sie Webentwicklerin werden wollte.
Der Programmierer bot an, dem Schüler das Programmieren beizubringen, weil er Webentwickler werden wollte.
Der Programmierer bot an, jemandem das Programmieren beizubringen, weil er Webentwickler werden wollte.
Die Programmiererin bot an, jemandem das Programmieren beizubringen, weil sie Webentwicklerin werden wollte.
Der Programmierer hat sich freiwillig gemeldet, jemandem das Programmieren beizubringen, weil er Webentwickler werden wollte.
Der Rechtsanwaltsfachangestellte vergaß, die Unterlagen für den Mandanten einzureichen und wurde deshalb entlassen.
Die Rechtsanwaltsgehilfin vergaß, die Unterlagen für die Mandantin einzureichen und wurde deshalb entlassen.
Der Rechtsanwaltsgehilfe vergaß, die Unterlagen für den Mandanten einzureichen, und wurde deshalb entlassen.
Der Rechtsanwaltsgehilfe vergaß, für jemanden Unterlagen einzureichen und wurde deshalb entlassen.
Die Rechtsanwaltsgehilfin vergaß, für jemanden Unterlagen einzureichen und wurde deshalb entlassen.
Der Rechtsanwaltsgehilfe vergaß, für jemanden Unterlagen einzureichen, weshalb diese Person entlassen wurde.
Der Rechtsanwaltsfachangestellte vergaß, die Unterlagen für den Mandanten einzureichen, sodass dieser die Nase voll hatte und zu einer anderen Anwaltskanzlei ging.
Die Rechtsanwaltsgehilfin vergaß, die Unterlagen für die Mandantin einzureichen, sodass sie genug hatte und zu einer anderen Anwaltskanzlei ging.
Der Rechtsanwaltsfachangestellte vergaß, die Unterlagen für den Mandanten einzureichen, sodass dieser die Nase voll hatte und zu einer anderen Anwaltskanzlei ging.
Der Rechtsanwaltsfachangestellte vergaß, für jemanden Unterlagen einzureichen. Er hatte die Nase voll und ging zu einer anderen Anwaltskanzlei.
Die Rechtsanwaltsgehilfin vergaß, für jemanden Unterlagen einzureichen, also hatte sie genug und ging zu einer anderen Anwaltskanzlei.
Der Rechtsanwaltsfachangestellte vergaß, für jemanden Unterlagen einzureichen, also hatte dieser die Nase voll und ging zu einer anderen Anwaltskanzlei.
Die Dentalhygienikerin erklärte dem Patienten, dass er täglich Zahnseide verwenden müsse, um Zahnfleischerkrankungen vorzubeugen.
Die Dentalhygienikerin erklärte der Patientin, dass sie täglich Zahnseide verwenden müsse, um Zahnfleischerkrankungen vorzubeugen.
Die Dentalhygienikerin erklärte dem Patienten, dass er täglich Zahnseide verwenden müsse, um Zahnfleischerkrankungen vorzubeugen.
Die Dentalhygienikerin sagte einem Patienten, er müsse täglich Zahnseide verwenden, um Zahnfleischerkrankungen vorzubeugen.
Die Dentalhygienikerin sagte einer Person, dass sie täglich Zahnseide verwenden müsse, um Zahnfleischerkrankungen vorzubeugen.
Die Dentalhygienikerin sagte einer Person, sie müsse täglich Zahnseide verwenden, um Zahnfleischerkrankungen vorzubeugen.
Der Dentalhygieniker teilte dem Patienten mit, dass eine Röntgenaufnahme des gesamten Mundes notwendig sei.
Die Dentalhygienikerin teilte der Patientin mit, dass eine Röntgenaufnahme des gesamten Mundes notwendig sei.
Die Dentalhygienikerin teilte der Patientin mit, dass eine Röntgenaufnahme des gesamten Mundes durchgeführt werden müsse.
